,binary bipolar predictions,ground truths (tx),linear predictions
1755,1,1.0,0.9856023
1756,1,1.0,0.9899986
1757,1,1.0,1.000714
1758,-1,-1.0,-0.99382544
1759,-1,-1.0,-1.0364391
1760,1,1.0,1.0063019
1761,1,1.0,1.0428073
1762,-1,-1.0,-0.99031854
1763,-1,-1.0,-1.0016724
1764,-1,-1.0,-1.0226082
1765,-1,-1.0,-1.025417
1766,-1,-1.0,-1.0326623
1767,-1,-1.0,-1.0035549
1768,1,1.0,0.93474805
1769,1,1.0,0.97474766
1770,-1,-1.0,-1.0522275
1771,1,1.0,0.9914477
1772,1,1.0,0.98047924
1773,-1,-1.0,-0.9863186
1774,-1,-1.0,-0.978315
1775,-1,-1.0,-0.97400504
1776,1,1.0,0.99809444
1777,-1,-1.0,-0.979278
1778,1,1.0,0.9804752
1779,1,1.0,0.96853
1780,1,1.0,0.9995228
1781,1,1.0,0.98936814
1782,1,-1.0,0.582921
1783,1,1.0,1.0660009
1784,1,1.0,0.95835793
1785,1,1.0,1.0048113
1786,-1,-1.0,-1.0023681
1787,1,1.0,0.99094355
1788,1,1.0,0.9957845
1789,-1,-1.0,-1.0423265
1790,1,1.0,0.99627066
1791,1,1.0,0.9717752
1792,1,1.0,0.9971478
1793,1,1.0,1.0129164
1794,-1,-1.0,-0.985241
1795,-1,-1.0,-0.98069334
1796,1,1.0,0.95478547
1797,-1,-1.0,-0.97037053
1798,-1,-1.0,-0.9728081
1799,1,1.0,1.0046391
1800,1,1.0,0.9810481
1801,1,1.0,1.0060652
1802,-1,-1.0,-0.99740833
1803,1,1.0,1.0210207
1804,-1,-1.0,-0.983631
1805,-1,-1.0,-0.9641519
1806,1,1.0,0.9668095
1807,-1,-1.0,-0.9913299
1808,-1,-1.0,-1.0250001
1809,-1,-1.0,-1.0299397
1810,-1,-1.0,-1.0279375
1811,-1,-1.0,-0.9954079
1812,1,1.0,0.9524437
1813,1,1.0,0.94427395
1814,1,1.0,0.99074715
1815,1,1.0,1.0021287
1816,-1,-1.0,-0.99021643
1817,1,1.0,1.0207757
1818,-1,-1.0,-0.9759607
1819,-1,-1.0,-0.9667794
1820,1,1.0,0.9794876
1821,-1,-1.0,-0.991398
1822,1,1.0,0.8796115
1823,-1,-1.0,-0.77057457
1824,1,1.0,0.99212265
1825,-1,-1.0,-0.9686258
1826,-1,-1.0,-0.9704884
1827,1,1.0,1.0049564
1828,1,1.0,0.99722254
1829,1,1.0,0.9896351
1830,-1,-1.0,-1.0627768
1831,1,1.0,1.3100528
1832,1,-1.0,0.03955999
1833,1,1.0,0.86151785
1834,-1,-1.0,-0.97423035
1835,-1,-1.0,-0.9698914
1836,1,1.0,0.98892367
1837,-1,-1.0,-0.96856874
1838,1,1.0,1.0043151
1839,1,1.0,0.97254974
1840,1,1.0,0.99275124
1841,1,1.0,0.9956645
1842,1,1.0,0.9932823
1843,1,1.0,0.987133
1844,-1,-1.0,-1.0091914
1845,-1,-1.0,-1.003278
1846,-1,-1.0,-1.0016478
1847,-1,-1.0,-0.98103213
1848,1,1.0,0.953896
1849,-1,-1.0,-0.9620099
1850,1,1.0,0.97462404
1851,1,1.0,0.97224385
1852,1,1.0,0.99309087
1853,-1,-1.0,-1.0566351
1854,1,1.0,0.6944306
1855,-1,-1.0,-0.83632964
1856,-1,1.0,-0.2669145
1857,-1,-1.0,-0.89702654
1858,1,1.0,1.0076723
1859,1,1.0,0.9693131
1860,1,1.0,0.996441
1861,1,1.0,0.9922725
1862,1,1.0,0.98562396
1863,1,1.0,1.0021824
1864,-1,-1.0,-0.9974742
1865,-1,-1.0,-0.96635467
1866,1,1.0,0.9929564
1867,1,1.0,0.98066556
1868,1,1.0,1.0104028
1869,1,1.0,1.0297998
1870,-1,-1.0,-0.9920787
1871,-1,-1.0,-1.0049828
1872,-1,-1.0,-1.0042542
1873,-1,-1.0,-0.98016334
1874,1,1.0,0.99504375
1875,-1,-1.0,-0.9456415
1876,1,1.0,0.97103107
1877,1,1.0,0.97096604
1878,1,1.0,0.99829924
1879,1,1.0,1.0195509
1880,-1,-1.0,-0.98735464
1881,-1,-1.0,-0.97470665
1882,1,1.0,1.0100042
1883,-1,-1.0,-0.9757869
1884,-1,-1.0,-0.95872676
1885,1,1.0,0.99591005
1886,1,1.0,0.9718344
1887,1,1.0,1.0017432
1888,1,1.0,1.0086383
1889,-1,-1.0,-0.9891036
1890,1,1.0,1.0065569
1891,-1,-1.0,-0.9920453
1892,-1,-1.0,-0.9935881
1893,-1,-1.0,-0.9786706
1894,1,1.0,0.9883758
1895,-1,-1.0,-0.9517559
1896,1,1.0,0.9821684
1897,1,1.0,0.98167264
1898,1,1.0,1.027505
1899,-1,-1.0,-0.9949942
1900,-1,-1.0,-0.9812945
1901,-1,-1.0,-0.960564
1902,1,1.0,0.97964334
1903,1,1.0,0.997488
1904,1,1.0,1.0223252
1905,-1,-1.0,-0.9917215
1906,-1,-1.0,-0.98414886
1907,-1,-1.0,-0.96857506
1908,1,1.0,1.0003396
1909,-1,-1.0,-0.9844695
1910,1,1.0,1.1704246
1911,-1,-1.0,-0.45029646
1912,-1,1.0,-0.041574538
1913,1,-1.0,0.1138954
1914,1,1.0,0.992951
1915,-1,-1.0,-0.9840924
1916,-1,-1.0,-1.0092874
1917,-1,-1.0,-1.0063334
1918,-1,-1.0,-0.98606336
1919,1,1.0,0.98094356
1920,-1,-1.0,-1.0106863
1921,1,1.0,1.2647444
1922,-1,-1.0,-0.9745024
1923,1,1.0,1.0087751
1924,1,1.0,0.9628698
1925,1,1.0,0.98610866
1926,1,1.0,0.99151826
1927,1,1.0,0.9785514
1928,-1,-1.0,-0.96700674
1929,-1,-1.0,-0.97736335
1930,1,1.0,1.0373167
1931,-1,-1.0,-0.975949
1932,1,1.0,1.0094529
1933,1,1.0,0.9873807
1934,1,1.0,1.0211926
1935,-1,-1.0,-0.9987104
1936,-1,-1.0,-0.98271
1937,1,1.0,0.9962746
1938,1,1.0,1.0141584
1939,-1,-1.0,-0.9403168
1940,-1,-1.0,-0.9721425
1941,1,1.0,0.9589956
1942,-1,-1.0,-0.9764145
1943,-1,-1.0,-0.9789793
1944,1,1.0,0.96387565
1945,-1,-1.0,-0.99550515
1946,-1,-1.0,-1.02323
1947,-1,-1.0,-0.9908845
1948,1,1.0,0.96285903
1949,-1,-1.0,-0.9920267
1950,-1,-1.0,-0.97805023
1951,1,1.0,0.9873259
1952,1,1.0,0.98244655
1953,1,1.0,0.9919053
1954,1,1.0,1.0163289
1955,-1,-1.0,-0.99569476
1956,-1,-1.0,-0.9867449
1957,-1,-1.0,-0.95668936
1958,1,1.0,0.9812033
1959,1,1.0,1.0090907
1960,-1,-1.0,-1.0146326
1961,1,1.0,1.10647
1962,-1,-1.0,-0.9531484
1963,1,1.0,1.0043583
1964,1,1.0,1.0084279
1965,-1,-1.0,-1.0236455
1966,1,1.0,0.97867
1967,-1,-1.0,-0.97765905
1968,-1,-1.0,-0.97004694
1969,1,1.0,0.9647589
1970,-1,-1.0,-0.99220896
1971,-1,-1.0,-1.0216699
1972,-1,-1.0,-1.016031
1973,-1,-1.0,-0.9927386
1974,1,1.0,0.9600553
1975,-1,-1.0,-1.2800761
1976,-1,-1.0,-1.0518736
1977,-1,-1.0,-1.0299264
1978,-1,-1.0,-1.012685
1979,-1,-1.0,-0.98820686
1980,1,1.0,0.89194214
1981,1,1.0,0.9740499
1982,-1,-1.0,-1.0232565
1983,-1,-1.0,-0.9601686
1984,1,1.0,0.9804044
1985,1,1.0,0.98368245
1986,1,1.0,0.9950448
1987,-1,-1.0,-0.96254593
1988,1,1.0,0.98119885
1989,1,1.0,0.9620909
1990,1,1.0,0.99647486
1991,1,1.0,1.0017987
1992,-1,-1.0,-0.9884973
1993,1,1.0,0.98103476
1994,1,1.0,0.9685522
1995,1,1.0,1.0019379
1996,1,1.0,0.9949304
1997,-1,-1.0,-0.9322214
1998,1,1.0,0.98026836
1999,1,1.0,0.9865324
2000,1,1.0,1.006851
2001,-1,-1.0,-1.0219201
2002,1,1.0,0.95723975
2003,-1,-1.0,-0.9844027
2004,-1,-1.0,-0.95926136
2005,1,1.0,1.0270165
2006,1,1.0,1.00415
2007,-1,-1.0,-0.98536056
2008,1,1.0,0.9898623
2009,-1,-1.0,-0.9748296
2010,-1,-1.0,-0.91769207
2011,1,1.0,0.9979081
2012,1,1.0,0.95313627
2013,-1,-1.0,-0.9560159
2014,-1,-1.0,-0.97187805
2015,1,1.0,0.98133504
2016,-1,-1.0,-0.97325724
2017,-1,-1.0,-0.95051634
2018,1,1.0,0.9978652
2019,1,1.0,0.9864627
2020,1,1.0,1.0100799
2021,-1,-1.0,-1.0568488
2022,-1,-1.0,-0.9503269
2023,1,1.0,1.0416836
2024,1,1.0,1.0207535
2025,-1,-1.0,-0.9923357
2026,-1,-1.0,-0.99353397
2027,-1,-1.0,-0.98383224
2028,1,1.0,0.9620615
2029,-1,-1.0,-1.006242
2030,-1,-1.0,-1.0173678
2031,-1,-1.0,-0.99185807
2032,1,1.0,0.9294709
2033,-1,-1.0,-0.9929043
2034,1,1.0,0.9901301
2035,1,1.0,0.966743
2036,1,1.0,0.9733515
2037,1,1.0,0.97888404
2038,1,1.0,0.97912437
2039,1,1.0,1.001259
2040,-1,-1.0,-1.047085
2041,1,1.0,0.8821355
2042,-1,-1.0,-0.7734871
2043,1,1.0,0.9677523
2044,-1,-1.0,-0.9874587
2045,-1,-1.0,-1.0084625
2046,-1,-1.0,-1.0121062
2047,-1,-1.0,-0.9822597
2048,1,1.0,0.944848
2049,1,1.0,0.9578422
2050,1,1.0,0.9948437
2051,-1,-1.0,-0.9971607
2052,1,1.0,1.2137266
2053,-1,-1.0,-0.025341375
2054,1,1.0,0.98745906
2055,-1,-1.0,-0.98389447
2056,-1,-1.0,-0.994743
2057,-1,-1.0,-0.9786535
2058,1,1.0,0.9516785
2059,-1,-1.0,-1.0015355
2060,-1,-1.0,-1.0168245
2061,-1,-1.0,-0.99406314
2062,1,1.0,0.95200753
2063,-1,-1.0,-0.9867568
2064,1,1.0,1.8448849
2065,-1,-1.0,-0.23578252
2066,1,1.0,0.13479576
2067,1,-1.0,0.48365435
2068,1,1.0,0.9893795
2069,-1,-1.0,-0.9796926
2070,-1,-1.0,-1.002829
2071,-1,-1.0,-1.0113745
2072,-1,-1.0,-0.9807549
2073,1,1.0,0.9469143
2074,1,1.0,0.95169497
2075,1,1.0,0.999501
2076,1,1.0,0.9967835
2077,-1,-1.0,-0.9823625
2078,1,1.0,0.96589595
2079,1,1.0,0.9704604
2080,1,1.0,0.9901963
2081,-1,-1.0,-1.0384655
2082,1,1.0,0.8553392
2083,-1,-1.0,-0.96076125
2084,1,1.0,1.0011691
2085,1,1.0,0.98714197
2086,1,1.0,1.0176224
2087,-1,-1.0,-0.99261963
2088,-1,-1.0,-0.9909309
2089,-1,-1.0,-0.97205657
2090,1,1.0,0.94373614
2091,-1,-1.0,-0.98842925
2092,-1,-1.0,-0.97496176
2093,1,1.0,0.98367417
2094,1,1.0,0.96585655
2095,1,1.0,0.99301624
2096,1,1.0,1.0008526
2097,1,1.0,0.9966638
2098,-1,-1.0,-0.99370265
2099,1,1.0,0.9911864
2100,-1,-1.0,-0.9829401
2101,-1,-1.0,-0.95627636
2102,1,1.0,1.0088397
2103,1,1.0,0.99576294
2104,1,1.0,0.99700236
2105,-1,-1.0,-0.9229053
2106,1,1.0,0.9877812
2107,1,1.0,0.95744026
2108,1,1.0,0.9906566
2109,1,1.0,0.9996737
2110,1,1.0,0.9997009
2111,-1,-1.0,-1.1221399
2112,-1,-1.0,-0.9951334
2113,-1,-1.0,-0.96850365
2114,1,1.0,1.003844
2115,1,1.0,0.9928222
2116,-1,-1.0,-1.0220712
2117,1,1.0,0.51046664
2118,1,-1.0,0.01995221
2119,1,1.0,0.98599464
2120,-1,-1.0,-0.97201216
2121,-1,-1.0,-0.9703899
2122,1,1.0,1.0329958
2123,-1,-1.0,-0.9541306
2124,1,1.0,0.7786017
2125,-1,-1.0,-0.5511769
2126,1,1.0,0.99152523
2127,-1,-1.0,-0.9701303
2128,-1,-1.0,-0.9509904
2129,1,1.0,1.0028242
2130,1,1.0,0.99191505
2131,1,1.0,0.9811705
2132,1,1.0,0.9983983
2133,1,1.0,1.0218215
2134,-1,-1.0,-1.011017
2135,-1,-1.0,-1.0451312
2136,1,1.0,0.9554713
2137,-1,-1.0,-0.98111635
2138,-1,-1.0,-0.9306172
2139,1,1.0,0.9826242
2140,1,1.0,0.9833634
2141,1,1.0,1.0057242
2142,-1,-1.0,-0.9870754
2143,1,1.0,0.99123156
2144,1,1.0,0.9599
2145,1,1.0,1.0176622
2146,-1,-1.0,-1.0004871
2147,-1,-1.0,-1.0013921
2148,-1,-1.0,-0.9953506
2149,-1,-1.0,-0.9746897
2150,1,1.0,0.9126933
2151,1,1.0,0.9572946
2152,1,1.0,0.99163854
2153,1,1.0,1.0135955
2154,-1,-1.0,-0.9833836
2155,-1,-1.0,-0.975154
2156,1,1.0,0.99924004
2157,-1,-1.0,-0.93503
2158,1,1.0,1.0225137
2159,1,1.0,1.0182523
2160,-1,-1.0,-0.97732687
2161,-1,-1.0,-0.9803037
2162,1,1.0,0.98015434
2163,-1,-1.0,-1.0363916
2164,-1,-1.0,-1.0389358
2165,-1,-1.0,-1.0156642
2166,-1,-1.0,-0.5581469
2167,1,1.0,1.1683012
2168,1,1.0,0.9587363
2169,1,1.0,0.9894653
2170,1,1.0,1.0041157
2171,1,1.0,1.0431474
2172,-1,-1.0,-0.97063786
2173,1,1.0,0.9899771
2174,-1,-1.0,-0.97541624
2175,1,-1.0,0.56836545
2176,1,1.0,0.9389097
2177,1,1.0,0.99514663
2178,1,1.0,1.0191587
2179,-1,-1.0,-1.010935
2180,-1,-1.0,-0.945323
2181,1,1.0,1.0425283
2182,1,1.0,1.011072
2183,-1,-1.0,-0.95617574
2184,-1,-1.0,-0.9687578
2185,1,1.0,0.9550435
2186,-1,-1.0,-0.9823527
2187,-1,-1.0,-1.0118663
2188,-1,-1.0,-0.97962946
2189,1,1.0,1.0087157
2190,1,1.0,0.9852838
2191,-1,-1.0,-0.9985216
2192,1,1.0,1.091459
2193,-1,-1.0,-0.96042335
2194,1,1.0,0.992857
2195,1,1.0,0.9734323
2196,1,1.0,0.99808455
2197,-1,-1.0,-0.99322426
2198,1,1.0,0.98611623
2199,-1,-1.0,-1.02594
2200,1,1.0,1.0073562
2201,1,1.0,1.0101012
2202,-1,-1.0,-0.8581962
2203,1,1.0,0.99205106
2204,1,1.0,0.97110116
2205,1,1.0,0.99391425
2206,1,1.0,1.0040541
2207,-1,-1.0,-1.0588096
2208,1,1.0,0.9987773
2209,1,1.0,0.9746875
2210,-1,-1.0,-0.9986088
2211,-1,-1.0,-0.9905404
2212,-1,-1.0,-0.96786183
2213,1,1.0,1.0101233
2214,1,1.0,0.97895056
2215,-1,-1.0,-0.97874033
2216,-1,-1.0,-0.9648866
2217,1,1.0,0.9965776
2218,1,1.0,0.9900111
2219,1,1.0,1.0224226
2220,-1,-1.0,-0.9798835
2221,-1,-1.0,-0.98000175
2222,1,1.0,1.0207466
2223,-1,-1.0,-0.99438065
2224,1,1.0,1.0219676
2225,1,1.0,1.0233254
2226,-1,-1.0,-0.99635404
2227,-1,-1.0,-1.0046167
2228,-1,-1.0,-1.0087347
2229,-1,-1.0,-1.0130836
2230,-1,-1.0,-0.99948347
2231,1,1.0,0.9207628
2232,-1,-1.0,-1.0027732
2233,-1,-1.0,-0.99979573
2234,1,1.0,0.96013415
2235,-1,-1.0,-0.9705909
2236,-1,-1.0,-0.9955951
2237,1,1.0,0.9040129
2238,1,1.0,0.9878263
2239,1,1.0,0.9946724
2240,1,1.0,0.99750614
2241,-1,-1.0,-1.0042247
2242,1,1.0,0.97704244
2243,1,1.0,0.96867335
2244,1,1.0,1.0108942
2245,-1,-1.0,-1.005708
2246,-1,-1.0,-1.0258011
2247,1,1.0,0.98023015
2248,-1,-1.0,-0.9392076
2249,1,1.0,0.5382957
2250,-1,-1.0,-0.87234735
2251,1,1.0,0.15180692
2252,-1,-1.0,-0.99894094
2253,1,1.0,1.0084621
2254,1,1.0,0.9772969
2255,1,1.0,0.9885564
2256,1,1.0,0.9931599
2257,1,1.0,0.9908174
2258,1,1.0,0.9934293
2259,-1,-1.0,-1.02115
2260,-1,-1.0,-1.0052994
2261,-1,-1.0,-0.99968684
2262,-1,-1.0,-0.9764228
2263,1,1.0,0.906428
2264,1,1.0,0.9652101
2265,1,1.0,0.99762475
2266,1,1.0,1.0286285
2267,-1,-1.0,-0.9908245
2268,-1,-1.0,-0.9959563
2269,-1,-1.0,-0.9947597
2270,-1,-1.0,-0.9711282
2271,1,1.0,0.97201145
2272,1,1.0,0.95617616
2273,1,1.0,0.982494
2274,1,1.0,1.0007133
2275,1,1.0,1.0097586
2276,-1,-1.0,-0.99867773
2277,-1,-1.0,-0.9979577
2278,-1,-1.0,-1.0105636
2279,-1,-1.0,-1.0227678
2280,-1,-1.0,-1.0298926
2281,-1,-1.0,-1.0226573
2282,1,1.0,0.9467861
2283,-1,-1.0,-1.0115217
2284,1,1.0,0.97860414
2285,-1,-1.0,-0.9748848
2286,-1,-1.0,-0.9300714
2287,1,1.0,0.99943125
2288,1,1.0,0.99062276
2289,1,1.0,0.98316973
2290,1,1.0,0.9980546
2291,1,1.0,1.0296628
2292,-1,-1.0,-0.99783033
2293,-1,-1.0,-0.98742497
2294,-1,-1.0,-0.963021
2295,1,1.0,0.98711133
2296,1,1.0,0.9882848
2297,1,1.0,0.9985758
2298,-1,-1.0,-0.9952343
2299,1,1.0,0.9948312
2300,1,1.0,0.9676722
2301,1,1.0,0.9865788
2302,-1,-1.0,-0.98950076
2303,-1,-1.0,-0.97798544
2304,1,1.0,1.0552614
2305,-1,-1.0,-1.0069481
2306,1,1.0,1.0042166
2307,1,1.0,0.98159176
2308,1,1.0,0.9992701
2309,1,1.0,1.0256326
2310,-1,-1.0,-0.9977995
2311,-1,-1.0,-1.0045263
2312,-1,-1.0,-1.0244635
2313,-1,-1.0,-1.0268875
2314,-1,-1.0,-1.0216448
2315,-1,-1.0,-1.003237
2316,1,1.0,0.8580072
2317,1,1.0,0.9746647
2318,-1,-1.0,-0.9921677
2319,-1,-1.0,-0.93749285
2320,1,1.0,0.98380905
2321,1,1.0,0.9834595
2322,1,1.0,0.9954463
2323,-1,-1.0,-1.0209221
2324,1,1.0,1.0035897
2325,-1,-1.0,-0.97552836
2326,-1,-1.0,-0.96811086
2327,1,1.0,0.97898525
2328,-1,-1.0,-0.9810548
2329,1,1.0,1.0159175
2330,1,1.0,1.0083687
2331,-1,-1.0,-1.0001329
2332,-1,-1.0,-0.99692655
2333,-1,-1.0,-1.012924
2334,-1,-1.0,-1.010773
2335,-1,-1.0,-0.94121164
2336,1,1.0,0.95993686
2337,1,1.0,0.9654739
2338,1,1.0,1.0220151
2339,-1,-1.0,-1.0136528
2340,-1,-1.0,-0.9682681
2341,1,1.0,0.97082853
2342,-1,-1.0,-0.98662096
2343,-1,-1.0,-1.0112375
2344,-1,-1.0,-1.0136893
2345,-1,-1.0,-0.98481166
2346,1,1.0,0.952104
2347,1,1.0,0.9690315
2348,-1,-1.0,-0.41161904
2349,-1,-1.0,-0.9347786
2350,1,1.0,0.91548437
2351,-1,-1.0,-0.9872207
2352,-1,-1.0,-1.0077847
2353,-1,-1.0,-0.98853326
2354,1,1.0,0.9426218
2355,-1,-1.0,-0.9856909
2356,-1,-1.0,-1.0096974
2357,1,1.0,0.9937321
2358,1,1.0,0.9864751
2359,1,1.0,1.0001787
2360,-1,-1.0,-0.9863584
2361,-1,-1.0,-0.9864205
2362,-1,-1.0,-0.95240545
2363,1,1.0,0.9805878
2364,1,1.0,0.99192494
2365,1,1.0,1.0284402
2366,-1,-1.0,-0.6273903
2367,1,1.0,0.9877153
2368,-1,-1.0,-0.9781974
2369,-1,-1.0,-0.9681373
2370,1,1.0,0.9909906
2371,-1,-1.0,-0.9634097
2372,1,1.0,1.013246
2373,1,1.0,1.0073103
2374,-1,-1.0,-0.9708951
2375,1,1.0,1.0011086
2376,1,1.0,1.0148665
2377,-1,-1.0,-0.97686696
2378,-1,-1.0,-0.9857897
2379,1,1.0,1.0007645
2380,1,1.0,1.0098175
2381,-1,-1.0,-0.9667881
2382,1,1.0,1.0072204
2383,1,1.0,0.9619898
2384,1,1.0,0.98721874
2385,1,1.0,0.9964949
2386,1,1.0,0.9981798
2387,-1,-1.0,-1.0582322
2388,1,1.0,1.0132748
2389,1,1.0,1.001185
2390,-1,-1.0,-0.9869813
2391,-1,-1.0,-0.98959166
2392,1,1.0,1.0064791
2393,1,1.0,0.99496937
2394,1,1.0,1.0266687
2395,-1,-1.0,-1.0302814
2396,-1,-1.0,-0.9882521
2397,1,1.0,0.9667968
2398,-1,-1.0,-0.97554654
2399,-1,-1.0,-0.96465534
2400,1,1.0,0.93454057
2401,1,1.0,0.97894335
2402,1,1.0,0.9969884
2403,1,1.0,1.0039341
2404,-1,-1.0,-0.9748995
2405,1,1.0,1.0581273
2406,1,1.0,0.956501
2407,1,1.0,0.99492204
2408,1,1.0,1.0180911
2409,-1,-1.0,-1.0059751
2410,-1,-1.0,-0.9960059
2411,-1,-1.0,-0.9801488
2412,1,1.0,0.9185352
2413,-1,-1.0,-1.1228237
2414,-1,-1.0,-1.0359315
2415,-1,-1.0,-1.0368786
2416,-1,-1.0,-1.0271164
2417,-1,-1.0,-1.0001932
2418,1,1.0,0.94755936
2419,-1,-1.0,-1.0098867
2420,-1,-1.0,-0.9972794
2421,1,1.0,0.9593875
2422,-1,-1.0,-0.9275738
2423,1,1.0,1.0116698
2424,1,1.0,0.9611591
2425,1,1.0,0.9776182
2426,1,1.0,0.9838867
2427,1,1.0,0.99824536
2428,-1,-1.0,-1.0648836
2429,1,1.0,0.9802873
2430,1,1.0,0.96606666
2431,1,1.0,0.99001515
2432,1,1.0,0.9996234
2433,1,1.0,0.99448836
2434,1,1.0,0.99468243
2435,1,1.0,1.0048445
2436,-1,-1.0,-0.97610646
2437,-1,-1.0,-0.991343
2438,1,1.0,1.0010084
2439,1,1.0,0.998953
2440,1,1.0,0.57617044
2441,1,-1.0,0.4754706
2442,1,1.0,0.9897746
2443,1,1.0,0.979692
2444,1,1.0,1.0021067
2445,-1,-1.0,-1.0041316
2446,-1,-1.0,-1.0010079
2447,-1,-1.0,-0.99646425
2448,-1,-1.0,-0.97497916
2449,1,1.0,0.932589
2450,1,1.0,0.954546
2451,1,1.0,0.9879279
2452,1,1.0,1.0014564
2453,1,1.0,0.98760116
2454,1,1.0,0.97081745
2455,1,1.0,0.99271053
2456,-1,-1.0,-1.0005041
2457,-1,-1.0,-1.0066285
2458,-1,-1.0,-1.0148267
2459,-1,-1.0,-1.0186713
2460,-1,-1.0,-1.0051936
2461,1,1.0,0.8906865
2462,-1,-1.0,-1.0193068
2463,-1,-1.0,-1.0472393
2464,-1,-1.0,-1.0270427
2465,-1,-1.0,-1.0312719
2466,-1,-1.0,-1.0417649
2467,-1,-1.0,-1.0426167
2468,-1,-1.0,-1.0396636
2469,-1,-1.0,-1.0018885
2470,1,1.0,0.9189563
2471,1,1.0,0.94034874
2472,1,1.0,0.9824486
2473,1,1.0,0.9861505
2474,1,1.0,0.973173
2475,1,1.0,0.96380806
2476,1,1.0,0.9821156
2477,1,1.0,0.98893243
2478,-1,-1.0,-1.0145768
2479,-1,-1.0,-0.9941461
2480,-1,-1.0,-0.9653435
2481,1,1.0,0.9740968
2482,1,1.0,0.9883093
2483,1,1.0,0.9947015
2484,-1,-1.0,-0.9878283
2485,1,1.0,0.9891998
2486,1,1.0,0.9690543
2487,1,1.0,0.9894454
2488,-1,-1.0,-0.9995396
2489,-1,-1.0,-0.9889249
2490,1,1.0,0.9996151
2491,1,1.0,0.9902265
2492,1,1.0,1.0024844
2493,1,1.0,0.9992026
2494,-1,-1.0,-0.9459669
2495,1,1.0,0.98083395
2496,1,1.0,0.9723692
2497,1,1.0,1.004743
2498,-1,-1.0,-0.9815974
2499,-1,-1.0,-0.98468727
2500,1,1.0,0.9957489
2501,1,1.0,0.9865831
2502,1,1.0,0.9907001
2503,1,1.0,1.011136
2504,1,1.0,0.99344003
2505,-1,-1.0,-0.9438193
2506,1,1.0,0.9727254
2507,1,1.0,0.9805198
2508,1,1.0,0.9895324
2509,1,1.0,1.0047469
2510,-1,-1.0,-1.0145048
2511,1,1.0,0.9925278
2512,1,1.0,1.0040033
2513,-1,-1.0,-0.99540746
2514,1,1.0,0.9659429
2515,-1,-1.0,-0.9820808
2516,-1,-1.0,-0.9689252
2517,1,1.0,1.004483
2518,1,1.0,0.9996604
2519,1,1.0,1.0182555
2520,-1,-1.0,-0.9907611
2521,-1,-1.0,-0.9964825
2522,-1,-1.0,-0.9997901
2523,-1,-1.0,-0.96984637
2524,1,1.0,0.98103625
2525,1,1.0,0.96854496
2526,1,1.0,0.9680596
2527,1,1.0,0.993701
2528,1,1.0,0.9881909
2529,1,1.0,1.0577953
2530,-1,-1.0,-0.9666799
2531,-1,-1.0,-1.019964
2532,1,1.0,0.9968517
2533,-1,-1.0,-1.0239311
2534,1,1.0,1.0156611
2535,1,1.0,1.0268492
2536,-1,-1.0,-0.99717796
2537,-1,-1.0,-0.98730826
2538,-1,-1.0,-0.96671635
2539,1,1.0,1.0265597
2540,1,1.0,0.9942626
2541,-1,-1.0,-1.0031631
2542,1,1.0,1.0165887
2543,-1,-1.0,-0.9736017
2544,-1,-1.0,-0.9629858
2545,1,1.0,1.0113672
2546,-1,-1.0,-0.82228863
2547,1,1.0,1.03029
2548,-1,-1.0,-0.9876398
2549,-1,-1.0,-1.0116447
2550,-1,-1.0,-1.0231453
2551,-1,-1.0,-1.0288628
2552,-1,-1.0,-1.042341
2553,-1,-1.0,-1.0550271
2554,-1,-1.0,-1.054409
2555,-1,-1.0,-1.049792
2556,-1,-1.0,-1.041294
2557,-1,-1.0,-1.0121931
2558,1,1.0,0.9461684
2559,-1,-1.0,-0.999697
2560,-1,-1.0,-0.9943847
2561,1,1.0,0.39890376
2562,1,1.0,1.0060902
2563,-1,-1.0,-0.9870096
2564,-1,-1.0,-0.9921936
2565,-1,-1.0,-0.96969736
2566,1,1.0,1.0047454
2567,-1,-1.0,-0.9357587
2568,1,1.0,1.0063633
2569,1,1.0,1.013271
2570,-1,-1.0,-0.9942541
2571,-1,-1.0,-0.98945117
2572,-1,-1.0,-1.0083425
2573,-1,-1.0,-1.0225799
2574,-1,-1.0,-1.0265324
2575,-1,-1.0,-0.9983867
2576,1,1.0,0.95072615
2577,1,1.0,0.95853627
2578,-1,-1.0,-1.0414466
2579,1,1.0,1.0369977
2580,-1,-1.0,-0.9744818
2581,-1,-1.0,-0.99240375
2582,-1,-1.0,-1.0161302
2583,-1,-1.0,-1.0251064
2584,-1,-1.0,-1.030531
2585,-1,-1.0,-1.0113026
2586,1,1.0,0.9688341
2587,-1,-1.0,-0.97794336
2588,1,1.0,0.9963372
2589,1,1.0,0.93218243
2590,-1,-1.0,-0.96104
2591,-1,-1.0,-0.9920268
2592,1,1.0,1.0005544
2593,1,1.0,0.98193336
2594,1,1.0,0.99370277
2595,-1,-1.0,-0.99242187
2596,1,1.0,1.1692563
2597,-1,-1.0,-0.2382901
2598,1,1.0,0.5769801
2599,-1,-1.0,-0.9610877
2600,1,1.0,1.0031811
2601,1,1.0,0.98189205
2602,1,1.0,1.0076165
2603,-1,-1.0,-0.9972651
2604,-1,-1.0,-0.982958
2605,1,1.0,0.99832475
2606,1,1.0,0.99627864
2607,-1,-1.0,-0.9653083
2608,-1,-1.0,-0.9804169
2609,1,1.0,1.038735
2610,-1,-1.0,-0.9858714
